,Cell Index,Cell X,Cell Y,Height,Azimuth,Electrical Downtilt,Mechanical Downtilt,Frequency Band,RS Power,Cell Altitude,Cell Building Height,Cell Clutter Index,X,Y,Altitude,Building Height,Clutter Index,RSRP,x_,y_
0,2987701,409860.0,3393745.0,49,340,9,10,2585.0,9.2,509,60,12,409715,3393940,504,21,6,-76.5,-13.912300413090268,46.56659636709482
1,2987701,409860.0,3393745.0,49,340,9,10,2585.0,9.2,509,60,12,409735,3394000,502,0,5,-91.42,-6.049288210038611,56.47482724322305
2,2987701,409860.0,3393745.0,49,340,9,10,2585.0,9.2,509,60,12,409730,3393995,502,0,5,-92.86,-7.331000974150189,55.8771547657628
3,2987701,409860.0,3393745.0,49,340,9,10,2585.0,9.2,509,60,12,409750,3393975,502,0,6,-93.75,-4.940311064309229,50.7503037093165
4,2987701,409860.0,3393745.0,49,340,9,10,2585.0,9.2,509,60,12,409745,3393970,503,0,6,-90.5,-6.222023828420806,50.15263123185626
5,2987701,409860.0,3393745.0,49,340,9,10,2585.0,9.2,509,60,12,409740,3393965,503,0,6,-90.06,-7.503736592532384,49.55495875439601
6,2987701,409860.0,3393745.0,49,340,9,10,2585.0,9.2,509,60,12,409755,3393980,502,0,6,-92.0,-3.658598300197653,51.34797618677674
7,2987701,409860.0,3393745.0,49,340,9,10,2585.0,9.2,509,60,12,409720,3393985,503,21,5,-86.33,-9.894426502373342,54.681809810842324
8,2987701,409860.0,3393745.0,49,340,9,10,2585.0,9.2,509,60,12,409725,3393990,502,21,5,-94.38,-8.612713738261768,55.27948228830256
9,2987701,409860.0,3393745.0,49,340,9,10,2585.0,9.2,509,60,12,409690,3393955,505,0,6,-100.5,-17.584703087042804,51.09577494608088
10,2987701,409860.0,3393745.0,49,340,9,10,2585.0,9.2,509,60,12,409695,3393925,505,21,5,-94.75,-18.697131326210908,45.11559907803977
11,2987701,409860.0,3393745.0,49,340,9,10,2585.0,9.2,509,60,12,409730,3393970,503,21,5,-87.8,-9.041101690778532,51.17869166183326
12,2987701,409860.0,3393745.0,49,340,9,10,2585.0,9.2,509,60,12,409750,3393990,502,0,6,-95.4,-3.914250634332223,53.56938157167422
13,2987701,409860.0,3393745.0,49,340,9,10,2585.0,9.2,509,60,12,409755,3393985,502,0,6,-97.0,-3.3165781568719837,52.287668807562646
14,2987701,409860.0,3393745.0,49,340,9,10,2585.0,9.2,509,60,12,409740,3394000,502,0,6,-93.86,-5.109595589252702,56.13280709989738
15,2987701,409860.0,3393745.0,49,340,9,10,2585.0,9.2,509,60,12,409700,3393960,504,0,5,-94.0,-15.363297702145319,51.35142728021546
16,2987701,409860.0,3393745.0,49,340,9,10,2585.0,9.2,509,60,12,409745,3393995,502,0,6,-93.0,-4.511923111792463,54.8510943357858
17,2987701,409860.0,3393745.0,49,340,9,10,2585.0,9.2,509,60,12,409735,3393965,503,0,5,-89.43,-8.443429213318293,49.89697889772168
