,Cell Index,Cell X,Cell Y,Height,Azimuth,Electrical Downtilt,Mechanical Downtilt,Frequency Band,RS Power,Cell Altitude,Cell Building Height,Cell Clutter Index,X,Y,Altitude,Building Height,Clutter Index,RSRP,x_,y_
0,2672401,410575.0,3379120.0,22,200,6,3,2585.0,9.2,474,0,12,410465,3378915,474,0,5,-90.25,6.650411780937569,46.05184060538696
1,2672401,410575.0,3379120.0,22,200,6,3,2585.0,9.2,474,0,12,410445,3378895,475,0,5,-94.33,9.04110169077853,51.17869166183327
2,2672401,410575.0,3379120.0,22,200,6,3,2585.0,9.2,474,0,12,410455,3378885,474,0,5,-90.88,6.477676162555376,52.37403661675375
3,2672401,410575.0,3379120.0,22,200,6,3,2585.0,9.2,474,0,12,410520,3378980,473,0,6,-89.33,0.760054815526269,30.07361495858779
4,2672401,410575.0,3379120.0,22,200,6,3,2585.0,9.2,474,0,12,410510,3379030,475,0,6,-88.87,6.059641490354775,21.360729037380047
5,2672401,410575.0,3379120.0,22,200,6,3,2585.0,9.2,474,0,12,410495,3379005,475,0,6,-82.25,7.1686186360841555,27.085252571286592
6,2672401,410575.0,3379120.0,22,200,6,3,2585.0,9.2,474,0,12,410450,3378890,474,0,5,-93.5,7.7593889266669525,51.776364139293506
7,2672401,410575.0,3379120.0,22,200,6,3,2585.0,9.2,474,0,12,410490,3379010,475,0,6,-83.88,8.450331400195733,26.487580093826352
8,2672401,410575.0,3379120.0,22,200,6,3,2585.0,9.2,474,0,12,410505,3379035,475,0,7,-86.67,7.34135425446635,20.763056559919804
9,2672401,410575.0,3379120.0,22,200,6,3,2585.0,9.2,474,0,12,410555,3378985,473,0,5,-88.94,-5.47577338664942,26.739781334522203
10,2672401,410575.0,3379120.0,22,200,6,3,2585.0,9.2,474,0,12,410530,3378970,473,0,7,-90.08,-1.8033707126968839,31.26895991350827
11,2672401,410575.0,3379120.0,22,200,6,3,2585.0,9.2,474,0,12,410515,3379025,475,0,6,-82.83,4.777928726243196,21.958401514840286
12,2672401,410575.0,3379120.0,22,200,6,3,2585.0,9.2,474,0,12,410535,3378965,473,0,6,-89.36,-3.0850834768084603,31.866632390968512
13,2672401,410575.0,3379120.0,22,200,6,3,2585.0,9.2,474,0,12,410420,3378960,475,66,5,-93.0,18.185826657941764,40.6727883082448
14,2672401,410575.0,3379120.0,22,200,6,3,2585.0,9.2,474,0,12,410475,3378905,473,0,7,-93.82,4.086986252714418,47.247185560307436
15,2672401,410575.0,3379120.0,22,200,6,3,2585.0,9.2,474,0,12,410545,3378995,473,0,5,-85.03,-2.9123478584262665,25.544436379601724
16,2672401,410575.0,3379120.0,22,200,6,3,2585.0,9.2,474,0,12,410500,3379040,475,0,7,-84.75,8.623067018577927,20.165384082459564
17,2672401,410575.0,3379120.0,22,200,6,3,2585.0,9.2,474,0,12,410470,3378910,474,0,6,-93.0,5.3686990168259925,46.64951308284719
18,2672401,410575.0,3379120.0,22,200,6,3,2585.0,9.2,474,0,12,410485,3379015,475,0,6,-81.67,9.732044164307311,25.88990761636611
19,2672401,410575.0,3379120.0,22,200,6,3,2585.0,9.2,474,0,12,410460,3378920,474,0,5,-92.31,7.932124545049147,45.45416812792672
20,2672401,410575.0,3379120.0,22,200,6,3,2585.0,9.2,474,0,12,410480,3379020,475,0,7,-79.3,11.01375692841889,25.292235138905873
21,2672401,410575.0,3379120.0,22,200,6,3,2585.0,9.2,474,0,12,410540,3379000,473,0,5,-81.58,-1.6306350943146892,24.946763902141484
22,2672401,410575.0,3379120.0,22,200,6,3,2585.0,9.2,474,0,12,410525,3378975,473,0,7,-87.0,-0.5216579485853057,30.67128743604803
23,2672401,410575.0,3379120.0,22,200,6,3,2585.0,9.2,474,0,12,410550,3378990,473,0,5,-86.76,-4.194060622537842,26.142108857061963
24,2672401,410575.0,3379120.0,22,200,6,3,2585.0,9.2,474,0,12,410435,3378945,474,0,5,-88.5,14.340688365607031,42.46580574062551
25,2672401,410575.0,3379120.0,22,200,6,3,2585.0,9.2,474,0,12,410440,3378900,475,0,5,-90.75,10.322814454890107,50.58101918437302
26,2672401,410575.0,3379120.0,22,200,6,3,2585.0,9.2,474,0,12,410430,3378950,474,0,5,-88.67,15.62240112971861,41.86813326316528
27,2672401,410575.0,3379120.0,22,200,6,3,2585.0,9.2,474,0,12,410425,3378955,475,66,5,-90.0,16.904113893830186,41.27046078570504
28,2672401,410575.0,3379120.0,22,200,6,3,2585.0,9.2,474,0,12,410660,3379085,475,0,12,-85.5,-18.368915556640125,0.7635059089649916
29,2672401,410575.0,3379120.0,22,200,6,3,2585.0,9.2,474,0,12,410405,3378920,475,66,10,-90.25,18.268743373694143,49.216389704509076
30,2672401,410575.0,3379120.0,22,200,6,3,2585.0,9.2,474,0,12,410510,3378965,473,0,6,-90.0,1.6133796271210823,33.57673310759685
31,2672401,410575.0,3379120.0,22,200,6,3,2585.0,9.2,474,0,12,410400,3378915,475,66,5,-103.5,18.86641585115438,50.49810246862065
32,2672401,410575.0,3379120.0,22,200,6,3,2585.0,9.2,474,0,12,410525,3379040,475,0,7,-81.4,3.9246039146483866,18.45528336583122
33,2672401,410575.0,3379120.0,22,200,6,3,2585.0,9.2,474,0,12,410520,3379035,475,0,6,-84.5,4.522276392108625,19.7369961299428
34,2672401,410575.0,3379120.0,22,200,6,3,2585.0,9.2,474,0,12,410420,3378895,475,0,5,-95.33,13.739564794708071,52.88879237846161
35,2672401,410575.0,3379120.0,22,200,6,3,2585.0,9.2,474,0,12,410485,3379000,474,0,6,-83.57,8.705983734330305,28.70898547872384
36,2672401,410575.0,3379120.0,22,200,6,3,2585.0,9.2,474,0,12,410475,3378930,473,0,7,-92.47,5.797086969342761,42.548722456377895
37,2672401,410575.0,3379120.0,22,200,6,3,2585.0,9.2,474,0,12,410545,3379020,474,0,5,-79.38,-1.2022471417979226,20.845973275672183
38,2672401,410575.0,3379120.0,22,200,6,3,2585.0,9.2,474,0,12,410505,3378980,474,0,7,-89.0,3.579132677883994,31.099675388564798
39,2672401,410575.0,3379120.0,22,200,6,3,2585.0,9.2,474,0,12,410480,3378995,474,0,7,-86.52,9.303656211790544,29.990698242835414
40,2672401,410575.0,3379120.0,22,200,6,3,2585.0,9.2,474,0,12,410470,3378925,473,0,6,-92.71,6.394759446802999,43.83043522048947
41,2672401,410575.0,3379120.0,22,200,6,3,2585.0,9.2,474,0,12,410460,3378935,474,0,5,-91.37,8.958184975026153,42.63509026556899
42,2672401,410575.0,3379120.0,22,200,6,3,2585.0,9.2,474,0,12,410500,3378975,474,0,7,-84.67,4.176805155344235,32.38138815267637
43,2672401,410575.0,3379120.0,22,200,6,3,2585.0,9.2,474,0,12,410555,3379010,473,0,5,-82.0,-3.765672670021077,22.04131823059266
44,2672401,410575.0,3379120.0,22,200,6,3,2585.0,9.2,474,0,12,410550,3379005,473,0,5,-82.77,-3.1680001925608368,23.323030994704236
45,2672401,410575.0,3379120.0,22,200,6,3,2585.0,9.2,474,0,12,410445,3378960,474,0,5,-89.21,13.487363554012223,38.96268759161646
46,2672401,410575.0,3379120.0,22,200,6,3,2585.0,9.2,474,0,12,410465,3378940,473,0,5,-91.44,8.360512497565914,41.353377501457416
47,2672401,410575.0,3379120.0,22,200,6,3,2585.0,9.2,474,0,12,410540,3379015,474,0,5,-79.5,-0.604574664337683,22.127686039783757
48,2672401,410575.0,3379120.0,22,200,6,3,2585.0,9.2,474,0,12,410455,3378950,474,0,5,-89.0,10.923938025789068,40.15803254653694
49,2672401,410575.0,3379120.0,22,200,6,3,2585.0,9.2,474,0,12,410450,3378945,474,0,5,-93.4,11.521610503249308,41.43974531064851
50,2672401,410575.0,3379120.0,22,200,6,3,2585.0,9.2,474,0,12,410515,3378970,473,0,6,-88.29,1.015707149660841,32.29502034348528
51,2672401,410575.0,3379120.0,22,200,6,3,2585.0,9.2,474,0,12,410530,3379025,474,0,6,-78.67,1.9588508638854716,20.93234108486328
52,2672401,410575.0,3379120.0,22,200,6,3,2585.0,9.2,474,0,12,410535,3379030,474,0,5,-80.03,1.361178386425232,19.6506283207517
53,2672401,410575.0,3379120.0,22,200,6,3,2585.0,9.2,474,0,12,410415,3378910,475,66,10,-89.33,15.705317845470987,50.41173465942955
54,2672401,410575.0,3379120.0,22,200,6,3,2585.0,9.2,474,0,12,410490,3378985,474,0,6,-90.91,6.74023068356739,31.186043197755897
