,Cell Index,Cell X,Cell Y,Height,Azimuth,Electrical Downtilt,Mechanical Downtilt,Frequency Band,RS Power,Cell Altitude,Cell Building Height,Cell Clutter Index,X,Y,Altitude,Building Height,Clutter Index,RSRP,x_,y_
0,2147601,411110.0,3392200.0,30,0,3,3,2585.0,14.2,506,39,10,411210,3392300,504,0,11,-84.8,20.0,20.0
1,2147601,411110.0,3392200.0,30,0,3,3,2585.0,14.2,506,39,10,411110,3392440,508,21,6,-99.0,0.0,48.0
2,2147601,411110.0,3392200.0,30,0,3,3,2585.0,14.2,506,39,10,411205,3392285,504,6,11,-81.5,19.0,17.0
3,2147601,411110.0,3392200.0,30,0,3,3,2585.0,14.2,506,39,10,411105,3392425,506,0,12,-101.0,-1.0,45.0
4,2147601,411110.0,3392200.0,30,0,3,3,2585.0,14.2,506,39,10,411170,3392340,503,0,5,-88.5,12.0,28.0
5,2147601,411110.0,3392200.0,30,0,3,3,2585.0,14.2,506,39,10,411145,3392385,502,0,6,-87.46,7.0,37.0
6,2147601,411110.0,3392200.0,30,0,3,3,2585.0,14.2,506,39,10,411095,3392415,505,0,12,-98.86,-3.0,43.0
7,2147601,411110.0,3392200.0,30,0,3,3,2585.0,14.2,506,39,10,411130,3392380,501,0,5,-89.17,4.0,36.0
8,2147601,411110.0,3392200.0,30,0,3,3,2585.0,14.2,506,39,10,411155,3392395,504,0,6,-88.15,9.0,39.0
9,2147601,411110.0,3392200.0,30,0,3,3,2585.0,14.2,506,39,10,411090,3392420,506,0,12,-94.5,-4.0,44.0
10,2147601,411110.0,3392200.0,30,0,3,3,2585.0,14.2,506,39,10,411140,3392390,503,0,6,-90.47,6.0,38.0
11,2147601,411110.0,3392200.0,30,0,3,3,2585.0,14.2,506,39,10,411150,3392400,505,0,6,-88.45,8.0,40.0
12,2147601,411110.0,3392200.0,30,0,3,3,2585.0,14.2,506,39,10,411085,3392405,504,0,12,-92.33,-5.0,41.0
