,Cell Index,Cell X,Cell Y,Height,Azimuth,Electrical Downtilt,Mechanical Downtilt,Frequency Band,RS Power,Cell Altitude,Cell Building Height,Cell Clutter Index,X,Y,Altitude,Building Height,Clutter Index,RSRP,x_,y_
0,199801,412045.0,3389265.0,40,160,9,8,2585.0,12.2,494,6,5,412175,3389005,490,0,13,-99.0,-6.646960687498833,57.75654000733462
1,199801,412045.0,3389265.0,40,160,9,8,2585.0,12.2,494,6,5,412170,3389010,491,0,13,-98.5,-6.049288210038593,56.47482724322305
2,199801,412045.0,3389265.0,40,160,9,8,2585.0,12.2,494,6,5,412035,3388960,492,0,12,-84.0,22.742613984437618,56.63720958128907
3,199801,412045.0,3389265.0,40,160,9,8,2585.0,12.2,494,6,5,411980,3388985,490,0,12,-81.91,31.369132096454265,48.176524900777174
4,199801,412045.0,3389265.0,40,160,9,8,2585.0,12.2,494,6,5,411985,3388990,490,0,5,-82.31,30.087419332342687,47.57885242331693
5,199801,412045.0,3389265.0,40,160,9,8,2585.0,12.2,494,6,5,412010,3388935,492,0,5,-96.39,29.151177804995505,59.625571968590265
6,199801,412045.0,3389265.0,40,160,9,8,2585.0,12.2,494,6,5,411990,3388995,490,0,5,-81.57,28.80570656823111,46.981179945856695
7,199801,412045.0,3389265.0,40,160,9,8,2585.0,12.2,494,6,5,412020,3388945,492,0,5,-82.34,26.58775227677235,58.430227013669786
8,199801,412045.0,3389265.0,40,160,9,8,2585.0,12.2,494,6,5,412005,3388930,492,0,5,-96.23,30.432890569107084,60.2232444460505
9,199801,412045.0,3389265.0,40,160,9,8,2585.0,12.2,494,6,5,412030,3388955,492,0,5,-81.74,24.024326748549193,57.23488205874931
10,199801,412045.0,3389265.0,40,160,9,8,2585.0,12.2,494,6,5,412025,3388950,492,0,5,-79.51,25.30603951266077,57.83255453620955
11,199801,412045.0,3389265.0,40,160,9,8,2585.0,12.2,494,6,5,411995,3389000,490,0,5,-83.16,27.523993804119534,46.38350746839645
