,Cell Index,Cell X,Cell Y,Height,Azimuth,Electrical Downtilt,Mechanical Downtilt,Frequency Band,RS Power,Cell Altitude,Cell Building Height,Cell Clutter Index,X,Y,Altitude,Building Height,Clutter Index,RSRP,x_,y_
0,240701,414910.0,3391585.0,28,150,6,5,2585.0,12.2,498,24,6,414915,3391350,497,45,11,-76.0,22.63397459621556,41.20319397786862
1,240701,414910.0,3391585.0,28,150,6,5,2585.0,12.2,498,24,6,414905,3391360,497,45,10,-81.86,23.366025403784434,38.47114317029974
2,240701,414910.0,3391585.0,28,150,6,5,2585.0,12.2,498,24,6,414890,3391325,497,45,10,-82.0,29.46410161513775,43.03332099679081
3,240701,414910.0,3391585.0,28,150,6,5,2585.0,12.2,498,24,6,414900,3391355,497,45,10,-81.67,24.732050807568875,38.83716857408418
4,240701,414910.0,3391585.0,28,150,6,5,2585.0,12.2,498,24,6,414885,3391340,497,45,10,-78.75,28.83012701892219,39.9352447854375
5,240701,414910.0,3391585.0,28,150,6,5,2585.0,12.2,498,24,6,414895,3391330,497,45,10,-79.5,28.098076211353312,42.66729559300637
6,240701,414910.0,3391585.0,28,150,6,5,2585.0,12.2,498,24,6,414880,3391335,497,45,10,-79.6,30.19615242270663,40.30127018922194
7,240701,414910.0,3391585.0,28,150,6,5,2585.0,12.2,498,24,6,414905,3391340,497,45,10,-77.5,25.366025403784434,41.9352447854375
8,240701,414910.0,3391585.0,28,150,6,5,2585.0,12.2,498,24,6,414885,3391360,497,39,10,-77.81,26.83012701892219,36.47114317029974
9,240701,414910.0,3391585.0,28,150,6,5,2585.0,12.2,498,24,6,414890,3391345,497,45,10,-81.57,27.46410161513775,39.569219381653056
10,240701,414910.0,3391585.0,28,150,6,5,2585.0,12.2,498,24,6,414880,3391355,497,39,10,-79.27,28.19615242270663,36.83716857408418
11,240701,414910.0,3391585.0,28,150,6,5,2585.0,12.2,498,24,6,414900,3391335,497,45,10,-76.0,26.732050807568875,42.30127018922194
12,240701,414910.0,3391585.0,28,150,6,5,2585.0,12.2,498,24,6,414895,3391350,497,45,10,-80.0,26.098076211353312,39.20319397786862
13,240701,414910.0,3391585.0,28,150,6,5,2585.0,12.2,498,24,6,414935,3391350,497,45,11,-72.5,19.169872981077802,43.20319397786862
