,Cell Index,Cell X,Cell Y,Height,Azimuth,Electrical Downtilt,Mechanical Downtilt,Frequency Band,RS Power,Cell Altitude,Cell Building Height,Cell Clutter Index,X,Y,Altitude,Building Height,Clutter Index,RSRP,x_,y_
0,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403115,3393410,506,0,5,-95.5,-13.559529372611781,41.402163750138456
1,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403060,3393375,508,0,5,-91.14,-15.267881977330866,28.476161608023915
2,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403055,3393390,508,87,10,-98.0,-18.208802916374342,29.63847999396456
3,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403050,3393385,508,87,10,-94.5,-18.085546082941903,28.22964794115904
4,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403175,3393350,506,0,6,-101.18,3.3464552610544267,42.88124575132771
5,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403185,3393340,506,0,6,-99.21,6.164119366665464,43.127759418192596
6,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403165,3393360,505,0,5,-100.75,0.5287911554433933,42.63473208446284
7,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403145,3393300,505,0,5,-90.92,7.150174034124971,31.857102995748455
8,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403150,3393285,506,0,5,-85.39,10.091094973168444,30.69478460980781
9,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403180,3393335,506,0,6,-98.18,6.287376200097903,41.718927365387074
10,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403070,3393365,507,0,5,-89.0,-12.450217871719834,28.722675274888793
11,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403195,3393330,506,0,6,-97.0,8.981783472276497,43.37427308505747
12,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403135,3393310,505,0,5,-83.44,4.332509928513934,31.610589328883577
13,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403205,3393240,508,0,5,-98.0,24.05615866779118,33.33618499693772
14,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403075,3393370,507,0,5,-95.44,-12.573474705152274,30.131507327694308
15,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403090,3393425,507,0,5,-99.0,-19.07160075040141,39.50030436360318
16,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403190,3393325,506,0,6,-97.27,9.105040305708934,41.96544103225195
17,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403245,3393280,508,0,5,-101.0,23.070104000331668,44.60684141938186
18,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403155,3393290,506,0,5,-92.12,9.967838139736006,32.103616662613334
19,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403125,3393320,504,33,5,-106.63,1.5148458229029025,31.3640756620187
20,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403170,3393345,505,0,6,-101.67,3.469712094486866,41.4724136985222
21,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403160,3393355,505,6,6,-98.63,0.6520479888758324,41.22590003165732
22,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403120,3393315,505,6,5,-92.2,1.6381026563353416,29.955243609213184
23,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403140,3393295,505,0,5,-85.26,7.273430867557408,30.448270942942933
24,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403080,3393435,507,0,5,-100.5,-21.889264856012446,39.2537906967383
25,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403045,3393400,508,87,5,-85.0,-21.026467021985376,29.39196632709968
26,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403085,3393440,507,0,5,-95.25,-22.01252168944488,40.66262274954382
27,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403200,3393235,508,0,6,-91.5,24.179415501223616,31.9273529441322
28,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403130,3393305,505,0,5,-84.29,4.455766761946377,30.201757276078055
29,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403040,3393395,508,0,5,-91.83,-20.90321018855294,27.983134274294162
30,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403065,3393380,508,0,5,-93.88,-15.391138810763305,29.884993660829434
31,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403095,3393430,507,0,5,-93.5,-19.19485758383385,40.9091364164087
32,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403030,3393335,509,87,5,-95.8,-12.99625209049828,18.737594071817735
33,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403035,3393340,509,0,5,-94.82,-13.11950892393072,20.146426124623254
34,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403120,3393465,506,0,10,-106.75,-21.343230637234,49.23887189980937
35,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403025,3393330,509,87,5,-88.67,-12.87299525706584,17.328762019012217
36,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403135,3393480,505,0,5,-111.5,-21.713001137531315,53.46536805822591
37,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,402975,3393320,508,0,6,-83.67,-17.768782467693278,8.382742368449357
38,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,402995,3393300,508,0,13,-81.96,-12.13345425647121,8.875769702179111
39,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,402985,3393290,507,0,13,-78.93,-11.886940589606333,6.058105596568078
40,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,402960,3393305,507,0,5,-84.13,-17.399011967395964,4.156246210032806
41,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403010,3393355,508,0,6,-94.33,-18.631580301720348,18.244566738087983
42,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,402980,3393285,507,0,5,-82.7,-11.763683756173894,4.649273543762561
43,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,402965,3393310,508,0,6,-84.2,-17.522268800828403,5.565078262838323
44,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,402990,3393295,507,0,13,-81.11,-12.010197423038772,7.466937649373595
45,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403005,3393350,508,0,6,-93.2,-18.508323468287912,16.835734685282464
46,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,402970,3393315,508,0,6,-85.57,-17.645525634260842,6.973910315643841
47,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403020,3393325,509,0,5,-92.4,-12.749738423633403,15.919929966206698
48,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403005,3393240,506,18,5,-85.33,-1.655345719670395,2.694407272178596
49,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403020,3393215,506,18,12,-86.6,4.103239324984114,1.7786025531028333
50,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,402990,3393245,506,18,5,-89.5,-4.349752991848991,1.0390615525082014
51,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,402980,3393255,506,0,5,-86.06,-7.167417097460026,0.7925478856433243
52,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,402965,3393280,507,0,6,-82.08,-12.926002142114534,1.708352604719087
53,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,402970,3393265,507,0,6,-83.67,-9.985081203071061,0.5460342187784466
54,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,402975,3393270,507,0,6,-82.86,-10.108338036503499,1.9548662715839646
55,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,402995,3393250,507,18,13,-91.0,-4.473009825281429,2.447893605313719
56,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403030,3393205,506,6,11,-81.67,6.920903430595148,2.025116219967711
57,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403035,3393210,506,6,11,-83.4,6.797646597162709,3.433948272773228
58,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,402960,3393275,507,0,5,-77.44,-12.802745308682095,0.2995205519135693
59,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,402985,3393260,507,0,5,-82.5,-7.290673930892464,2.201379938448841
60,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403040,3393340,509,0,5,-91.92,-12.47672131424418,20.91247056774223
61,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403130,3393410,506,84,5,-107.67,-11.631166543552162,43.700297079495385
62,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403045,3393335,509,87,5,-93.43,-11.067889261438662,21.035727401174668
63,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403100,3393320,506,6,5,-91.13,-1.699092225529796,27.533853446423805
64,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403055,3393325,508,87,5,-87.0,-8.250225155827627,21.282241068039546
65,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403050,3393330,508,87,5,-88.56,-9.659057208633143,21.158984234607107
66,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403065,3393355,508,0,6,-88.8,-11.560916595168415,26.67105561239674
67,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403170,3393370,505,0,5,-98.91,-0.3605101211080246,44.6863517469549
68,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403080,3393300,507,0,5,-73.53,-1.2060648918000396,21.89852523520174
69,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403105,3393315,506,6,5,-83.43,-0.2902601727242775,27.657110279856248
70,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403185,3393395,506,0,5,-102.67,-2.262369507643296,50.19842312474452
71,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403165,3393375,505,0,5,-98.8,-1.7693421739135395,44.563094913522455
72,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403195,3393385,506,0,6,-102.0,0.5552945979677375,50.4449367916094
73,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403110,3393310,505,0,5,-74.7,1.1185718800812392,27.780367113288683
74,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403115,3393305,505,0,10,-79.0,2.5274039328867577,27.903623946721126
75,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403070,3393350,507,0,6,-94.0,-10.152084542362902,26.794312445829178
76,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403085,3393295,506,0,5,-76.52,0.2027671610054771,22.021782068634177
77,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403060,3393360,508,0,6,-86.64,-12.969748647973933,26.5477987789643
78,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403190,3393390,506,0,6,-105.38,-0.853537454837781,50.321679958176965
79,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403075,3393345,507,0,6,-89.87,-8.743252489557383,26.917569279261613
80,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403160,3393380,505,0,13,-96.25,-3.178174226719058,44.43983808009001
81,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403090,3393290,506,0,5,-76.92,1.6115992138109956,22.145038902066617
82,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403095,3393285,506,0,5,-80.03,3.0204312666165105,22.268295735499056
83,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403175,3393365,506,0,5,-99.0,1.0483219316974939,44.809608580387334
84,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403125,3393415,506,84,5,-91.5,-13.03999859635768,43.57704024606295
85,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403120,3393420,506,0,5,-91.0,-14.448830649163195,43.45378341263051
86,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403135,3393405,506,84,5,-92.67,-10.222334490746647,43.82355391292782
87,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403005,3393410,508,0,5,-97.67,-27.700856785715647,24.549186001520937
88,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,402995,3393400,508,24,5,-85.5,-27.45434311885077,21.7315218959099
89,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,402965,3393370,508,0,6,-97.0,-26.714802118256138,13.278529579076794
90,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403045,3393450,509,0,5,-93.5,-28.686911453175156,35.81984242396507
91,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403030,3393435,508,0,5,-102.5,-28.317140952877836,31.593346265548522
92,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,402940,3393345,508,0,5,-96.67,-26.098517951093946,6.234369315049209
93,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403035,3393440,508,0,5,-101.25,-28.440397786310278,33.00217831835404
94,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,402945,3393350,508,0,6,-88.5,-26.221774784526385,7.6432013678547275
95,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403050,3393455,508,0,10,-91.5,-28.810168286607595,37.22867447677059
96,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,402990,3393395,508,24,5,-97.33,-27.331086285418333,20.32268984310438
97,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403000,3393405,508,0,5,-91.75,-27.577599952283208,23.14035394871542
98,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,402970,3393375,508,0,6,-87.6,-26.838058951688573,14.687361631882311
99,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403060,3393465,508,0,5,-95.67,-29.056681953472474,40.04633858238163
100,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403015,3393420,508,0,5,-95.93,-27.94737045258052,27.366850107131967
101,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403010,3393415,508,0,5,-101.89,-27.824113619148086,25.958018054326452
102,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403065,3393470,508,0,5,-90.5,-29.179938786904913,41.455170635187145
103,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,402975,3393380,508,0,6,-90.25,-26.961315785121016,16.09619368468783
104,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403040,3393445,509,0,5,-96.0,-28.563654619742717,34.411010371159556
105,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,402985,3393390,508,0,5,-93.0,-27.207829451985894,18.913857790298866
106,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,402930,3393335,507,42,5,-84.0,-25.852004284229068,3.416705209438174
107,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,402980,3393385,508,0,6,-88.43,-27.084572618553455,17.505025737493348
108,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,403110,3393515,506,84,10,-102.5,-30.28925028779686,54.1346591104368
109,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,402920,3393325,507,0,5,-85.67,-25.60549061736419,0.5990411038271386
110,1276801,403000.0,3393225.0,18,50,9,0,2585.0,12.2,506,0,5,402960,3393365,508,42,6,-93.0,-26.5915452848237,11.869697526271278
