,Cell Index,Cell X,Cell Y,Height,Azimuth,Electrical Downtilt,Mechanical Downtilt,Frequency Band,RS Power,Cell Altitude,Cell Building Height,Cell Clutter Index,X,Y,Altitude,Building Height,Clutter Index,RSRP,x_,y_
0,2505701,413175.0,3388270.0,18,240,6,2,2585.0,11.2,489,0,5,413060,3388320,489,0,6,-72.6,20.160254037844396,14.91858428704208
1,2505701,413175.0,3388270.0,18,240,6,2,2585.0,11.2,489,0,5,413065,3388315,488,0,6,-77.83,18.794228634059955,14.552558883257642
2,2505701,413175.0,3388270.0,18,240,6,2,2585.0,11.2,489,0,5,413045,3388295,489,0,6,-66.5,17.3301270189222,20.016660498395392
3,2505701,413175.0,3388270.0,18,240,6,2,2585.0,11.2,489,0,5,413030,3388190,489,0,5,-82.5,0.6435935394489984,33.11473670974872
4,2505701,413175.0,3388270.0,18,240,6,2,2585.0,11.2,489,0,5,413105,3388275,488,0,5,-73.44,7.866025403784445,11.624355652982137
5,2505701,413175.0,3388270.0,18,240,6,2,2585.0,11.2,489,0,5,413100,3388280,488,0,5,-79.28,9.232050807568884,11.990381056766577
6,2505701,413175.0,3388270.0,18,240,6,2,2585.0,11.2,489,0,5,412995,3388225,489,0,5,-94.17,10.20577136594007,35.676914536239785
7,2505701,413175.0,3388270.0,18,240,6,2,2585.0,11.2,489,0,5,413080,3388260,488,0,5,-82.53,7.767949192431132,17.45448267190433
8,2505701,413175.0,3388270.0,18,240,6,2,2585.0,11.2,489,0,5,413075,3388305,488,0,5,-77.76,16.062177826491077,13.820508075688764
9,2505701,413175.0,3388270.0,18,240,6,2,2585.0,11.2,489,0,5,413095,3388245,488,0,14,-70.5,3.6698729810778152,16.356406460551018
10,2505701,413175.0,3388270.0,18,240,6,2,2585.0,11.2,489,0,5,413055,3388285,489,0,5,-80.29,14.598076211353327,19.28460969082652
11,2505701,413175.0,3388270.0,18,240,6,2,2585.0,11.2,489,0,5,413025,3388195,489,0,5,-85.9,2.0096189432334377,33.48076211353316
12,2505701,413175.0,3388270.0,18,240,6,2,2585.0,11.2,489,0,5,413090,3388250,488,0,5,-70.79,5.035898384862254,16.722431864335455
13,2505701,413175.0,3388270.0,18,240,6,2,2585.0,11.2,489,0,5,413050,3388290,489,0,6,-81.78,15.964101615137764,19.650635094610955
14,2505701,413175.0,3388270.0,18,240,6,2,2585.0,11.2,489,0,5,413085,3388255,488,0,5,-75.35,6.401923788646692,17.088457268119893
15,2505701,413175.0,3388270.0,18,240,6,2,2585.0,11.2,489,0,5,412990,3388230,489,0,5,-95.86,11.57179676972451,36.042939940024226
16,2505701,413175.0,3388270.0,18,240,6,2,2585.0,11.2,489,0,5,413000,3388180,489,0,5,-84.78,1.9115427318801235,39.31088913245535
17,2505701,413175.0,3388270.0,18,240,6,2,2585.0,11.2,489,0,5,412985,3388235,489,0,5,-93.0,12.937822173508948,36.40896534380866
18,2505701,413175.0,3388270.0,18,240,6,2,2585.0,11.2,489,0,5,413020,3388200,489,0,5,-83.48,3.375644347017877,33.846787517317594
19,2505701,413175.0,3388270.0,18,240,6,2,2585.0,11.2,489,0,5,412970,3388210,489,0,5,-96.7,10.107695154586757,41.50704155516198
20,2505701,413175.0,3388270.0,18,240,6,2,2585.0,11.2,489,0,5,412965,3388215,490,0,5,-97.64,11.473720558371195,41.87306695894642
21,2505701,413175.0,3388270.0,18,240,6,2,2585.0,11.2,489,0,5,412960,3388220,490,0,5,-95.69,12.839745962155634,42.23909236273086
22,2505701,413175.0,3388270.0,18,240,6,2,2585.0,11.2,489,0,5,412975,3388205,489,0,5,-93.38,8.74166975080232,41.14101615137754
23,2505701,413175.0,3388270.0,18,240,6,2,2585.0,11.2,489,0,5,413015,3388165,489,0,5,-81.5,-2.1865334794731908,38.212812921102035
24,2505701,413175.0,3388270.0,18,240,6,2,2585.0,11.2,489,0,5,412980,3388240,489,9,5,-95.4,14.303847577293388,36.774990747593094
25,2505701,413175.0,3388270.0,18,240,6,2,2585.0,11.2,489,0,5,413040,3388300,489,0,6,-81.33,18.696152422706643,20.382685902179833
26,2505701,413175.0,3388270.0,18,240,6,2,2585.0,11.2,489,0,5,413070,3388310,488,0,6,-77.63,17.428203230275514,14.186533479473201
27,2505701,413175.0,3388270.0,18,240,6,2,2585.0,11.2,489,0,5,413110,3388270,488,0,5,-71.79,6.500000000000005,11.258330249197698
28,2505701,413175.0,3388270.0,18,240,6,2,2585.0,11.2,489,0,5,413115,3388265,488,0,5,-67.74,5.133974596215567,10.89230484541326
29,2505701,413175.0,3388270.0,18,240,6,2,2585.0,11.2,489,0,5,413005,3388175,489,0,5,-88.6,0.5455173280956842,38.94486372867091
30,2505701,413175.0,3388270.0,18,240,6,2,2585.0,11.2,489,0,5,413010,3388170,489,0,5,-87.5,-0.8205080756887533,38.578838324886476
31,2505701,413175.0,3388270.0,18,240,6,2,2585.0,11.2,489,0,5,413035,3388185,489,0,5,-88.25,-0.722431864335439,32.74871130596428
32,2505701,413175.0,3388270.0,18,240,6,2,2585.0,11.2,489,0,5,413050,3388330,489,0,6,-73.33,22.89230484541327,15.650635094610953
33,2505701,413175.0,3388270.0,18,240,6,2,2585.0,11.2,489,0,5,412940,3388240,490,0,6,-101.1,18.30384757729339,43.7031939778686
